#E/Ry     ,E-EF/eV   ,n_doped/cm-3  ,logn/cm-3     ,S/VK-1    ,sigma_t/Sm-1s-1,log_sigma_t/Sm-1s-1,kappael_t/Wm-1K-1s-1,log_kappael_t/Wm-1K-1s-1,mstar/me  
0.195790,-3.284777,7.589676e+22,22.880223,-5.395198e-06,5.849662e+20,20.767131,2.860954e+15,15.456511,-1.021793
0.195990,-3.282056,7.584671e+22,22.879937,-5.387458e-06,5.867231e+20,20.768433,2.869622e+15,15.457825,-1.023121
0.196190,-3.279335,7.579650e+22,22.879649,-5.379974e-06,5.884826e+20,20.769734,2.878305e+15,15.459137,-1.024477
0.196390,-3.276614,7.574611e+22,22.879360,-5.372793e-06,5.902449e+20,20.771032,2.887004e+15,15.460447,-1.025862
0.196590,-3.273893,7.569555e+22,22.879070,-5.365995e-06,5.920099e+20,20.772329,2.895721e+15,15.461757,-1.027273
0.196790,-3.271172,7.564480e+22,22.878779,-5.359656e-06,5.937780e+20,20.773624,2.904452e+15,15.463064,-1.028711
0.196990,-3.268451,7.559387e+22,22.878487,-5.353812e-06,5.955496e+20,20.774918,2.913196e+15,15.464370,-1.030173
0.197190,-3.265729,7.554274e+22,22.878193,-5.348417e-06,5.973251e+20,20.776211,2.921946e+15,15.465672,-1.031659
0.197390,-3.263008,7.549142e+22,22.877898,-5.343329e-06,5.991050e+20,20.777503,2.930699e+15,15.466971,-1.033166
0.197590,-3.260287,7.543988e+22,22.877601,-5.338318e-06,6.008895e+20,20.778795,2.939452e+15,15.468266,-1.034693
0.197790,-3.257566,7.538812e+22,22.877303,-5.333104e-06,6.026787e+20,20.780086,2.948205e+15,15.469558,-1.036238
0.197990,-3.254845,7.533613e+22,22.877003,-5.327414e-06,6.044722e+20,20.781376,2.956964e+15,15.470846,-1.037800
0.198190,-3.252124,7.528391e+22,22.876702,-5.321056e-06,6.062693e+20,20.782666,2.965735e+15,15.472132,-1.039378
0.198390,-3.249403,7.523143e+22,22.876399,-5.313971e-06,6.080692e+20,20.783953,2.974530e+15,15.473418,-1.040973
0.198590,-3.246681,7.517869e+22,22.876095,-5.306264e-06,6.098709e+20,20.785238,2.983362e+15,15.474706,-1.042587
0.198790,-3.243960,7.512566e+22,22.875788,-5.298202e-06,6.116736e+20,20.786520,2.992241e+15,15.475997,-1.044225
0.198990,-3.241239,7.507234e+22,22.875480,-5.290169e-06,6.134769e+20,20.787798,3.001173e+15,15.477291,-1.045888
0.199190,-3.238518,7.501871e+22,22.875170,-5.282604e-06,6.152806e+20,20.789073,3.010162e+15,15.478590,-1.047582
0.199390,-3.235797,7.496474e+22,22.874857,-5.275919e-06,6.170852e+20,20.790345,3.019206e+15,15.479893,-1.049308
0.199590,-3.233076,7.491042e+22,22.874542,-5.270440e-06,6.188914e+20,20.791614,3.028298e+15,15.481199,-1.051069
0.199790,-3.230355,7.485572e+22,22.874225,-5.266359e-06,6.207002e+20,20.792882,3.037432e+15,15.482507,-1.052863
0.199990,-3.227633,7.480061e+22,22.873905,-5.263736e-06,6.225125e+20,20.794148,3.046599e+15,15.483815,-1.054692
0.200190,-3.224912,7.474508e+22,22.873583,-5.262521e-06,6.243292e+20,20.795414,3.055792e+15,15.485124,-1.056552
0.200390,-3.222191,7.468909e+22,22.873257,-5.262612e-06,6.261512e+20,20.796679,3.065010e+15,15.486432,-1.058444
0.200590,-3.219470,7.463262e+22,22.872929,-5.263911e-06,6.279787e+20,20.797945,3.074250e+15,15.487739,-1.060366
0.200790,-3.216749,7.457563e+22,22.872597,-5.266383e-06,6.298123e+20,20.799211,3.083515e+15,15.489046,-1.062322
0.200990,-3.214028,7.451810e+22,22.872262,-5.270079e-06,6.316521e+20,20.800478,3.092805e+15,15.490353,-1.064311
0.201190,-3.211307,7.446000e+22,22.871923,-5.275126e-06,6.334987e+20,20.801746,3.102121e+15,15.491659,-1.066340
0.201390,-3.208585,7.440130e+22,22.871581,-5.281684e-06,6.353529e+20,20.803015,3.111456e+15,15.492964,-1.068410
0.201590,-3.205864,7.434197e+22,22.871234,-5.289868e-06,6.372157e+20,20.804287,3.120802e+15,15.494266,-1.070527
0.201790,-3.203143,7.428199e+22,22.870884,-5.299673e-06,6.390887e+20,20.805561,3.130145e+15,15.495564,-1.072694
0.201990,-3.200422,7.422133e+22,22.870529,-5.310904e-06,6.409735e+20,20.806840,3.139468e+15,15.496856,-1.074915
0.202190,-3.197701,7.415996e+22,22.870170,-5.323147e-06,6.428714e+20,20.808124,3.148752e+15,15.498139,-1.077192
0.202390,-3.194980,7.409788e+22,22.869806,-5.335776e-06,6.447838e+20,20.809414,3.157985e+15,15.499410,-1.079529
0.202590,-3.192259,7.403507e+22,22.869437,-5.348018e-06,6.467112e+20,20.810710,3.167155e+15,15.500669,-1.081927
0.202790,-3.189537,7.397150e+22,22.869064,-5.359037e-06,6.486535e+20,20.812013,3.176260e+15,15.501916,-1.084390
0.202990,-3.186816,7.390719e+22,22.868687,-5.368044e-06,6.506098e+20,20.813321,3.185306e+15,15.503151,-1.086920
0.203190,-3.184095,7.384211e+22,22.868304,-5.374389e-06,6.525785e+20,20.814633,3.194302e+15,15.504376,-1.089518
0.203390,-3.181374,7.377628e+22,22.867917,-5.377635e-06,6.545577e+20,20.815948,3.203264e+15,15.505593,-1.092185
0.203590,-3.178653,7.370969e+22,22.867525,-5.377575e-06,6.565451e+20,20.817265,3.212209e+15,15.506804,-1.094920
0.203790,-3.175932,7.364237e+22,22.867128,-5.374218e-06,6.585386e+20,20.818581,3.221150e+15,15.508011,-1.097723
